,_version_,content,content_raw,id,like,name,profile_image,retweet_count,time,tweet_image,category
134,1.56065E+18,"White House condemns shooting of 2 Indian men in KS, saying it appears to be ""an act of racially motivated hatred""?€? https://t.co/PUUU3FRCHu","White House condemns shooting of 2 Indian men in KS, saying it appears to be ""an act of racially motivated hatred""?€? https://t.co/PUUU3FRCHu",8.36695E+17,561,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[307],2017-02-28T21:49:18Z,no image,
27,1.56065E+18,"House Speaker Paul Ryan on President Trump's #JointAddress: ""I thought it was a home run"" https://t.co/k5RiXc887u https://t.co/sImwXsvBUS","House Speaker Paul Ryan on President Trump's #JointAddress: ""I thought it was a home run"" https://t.co/k5RiXc887u https://t.co/sImwXsvBUS",8.36782E+17,735,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[224],2017-03-01T03:37:46Z,no image,
880,1.56065E+18,3 relatives of Americans killed by illegal immigrants will attend President Trump?€?s first address before Congress https://t.co/YO13SHFO3r,3 relatives of Americans killed by illegal immigrants will attend President Trump?€?s first address before Congress https://t.co/YO13SHFO3r,8.36645E+17,250,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[184],2017-02-28T18:32:20Z,no image,
230,1.56065E+18,Trump says his budget will increase funding for veterans -- live analysis: https://t.co/8BmbDNgcEj,Trump says his budget will increase funding for veterans -- live analysis: https://t.co/8BmbDNgcEj,8.36772E+17,110,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[34],2017-03-01T02:57:41Z,no image,
489,1.56065E+18,"#Myanmar army defends operation against #Rohingya, denies reports of abuses

https://t.co/832Bpp35YQ https://t.co/FNEwPYVjy2","#Myanmar army defends operation against #Rohingya, denies reports of abuses

https://t.co/832Bpp35YQ https://t.co/FNEwPYVjy2",8.3657E+17,1,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[3],2017-02-28T13:34:10Z,no image,
772,1.56065E+18,South Korea opposition seek interim leader's impeachment https://t.co/NEkVsNW5SJ,South Korea opposition seek interim leader's impeachment https://t.co/NEkVsNW5SJ,8.36188E+17,79,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[65],2017-02-27T12:16:23Z,no image,
378,1.56065E+18,"South Korea?€?s acting president won?€?t extend February deadline for scandal probe, charges https://t.co/J5nUescZ6m","South Korea?€?s acting president won?€?t extend February deadline for scandal probe, charges https://t.co/J5nUescZ6m",8.36411E+17,34,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[24],2017-02-28T03:00:11Z,no image,
288,1.56065E+18,RT @WSJPlus: Join @KarlRove &amp; members of the @WSJopinion team as they break down Trump's biggest decisions to date: https://t.co/Yqzjh9EJdN?€?,RT @WSJPlus: Join @KarlRove &amp; members of the @WSJopinion team as they break down Trump's biggest decisions to date: https://t.co/Yqzjh9EJdN?€?,8.36667E+17,0,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[5],2017-02-28T19:59:44Z,no image,
418,1.56065E+18,.@LTAsg looking to test drones for MRT and road tunnel inspections https://t.co/9Juca8hAFU https://t.co/2m9pvuAXVK,.@LTAsg looking to test drones for MRT and road tunnel inspections https://t.co/9Juca8hAFU https://t.co/2m9pvuAXVK,8.36806E+17,9,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[7],2017-03-01T05:12:02Z,no image,
674,1.56065E+18,RT @BBC_WHYS: How do you tell people you're #HIV-positive? https://t.co/SMK2pcM6pJ https://t.co/nTxhfw9mz5,RT @BBC_WHYS: How do you tell people you're #HIV-positive? https://t.co/SMK2pcM6pJ https://t.co/nTxhfw9mz5,8.36624E+17,0,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[25],2017-02-28T17:08:24Z,https://pbs.twimg.com/media/C5xIwnmXMAIWA3I.jpg,
391,1.56065E+18,Berkshire Hathaway more than doubled its Apple stake in early January https://t.co/uhbXhs2cA4,Berkshire Hathaway more than doubled its Apple stake in early January https://t.co/uhbXhs2cA4,8.3638E+17,107,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[77],2017-02-28T00:57:02Z,no image,
592,1.56065E+18,"RT @singapolitics: Parliament has started with Question Time, Budget debate to begin later and continue until March 10","RT @singapolitics: Parliament has started with Question Time, Budget debate to begin later and continue until March 10",8.36432E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[2],2017-02-28T04:26:52Z,no image,
498,1.56065E+18,"ST wins 2 international awards for digital story packages on Joseph Schooling, migrant crises?€? https://t.co/hYVKy1rqWA","ST wins 2 international awards for digital story packages on Joseph Schooling, migrant crises?€? https://t.co/hYVKy1rqWA",8.36544E+17,8,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[4],2017-02-28T11:49:08Z,no image,
138,1.56065E+18,This Australian artist is turning industrial silos into art https://t.co/B85G2BZekG via @CNNStyle https://t.co/pouDcvDozH,This Australian artist is turning industrial silos into art https://t.co/B85G2BZekG via @CNNStyle https://t.co/pouDcvDozH,8.36685E+17,583,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[176],2017-02-28T21:12:01Z,no image,
62,1.56065E+18,"Pres. Trump: ""We must restore integrity and the rule of law to our borders."" https://t.co/kE2PnwqItJ #TrumpAddress  https://t.co/OQcSpUNzgz","Pres. Trump: ""We must restore integrity and the rule of law to our borders."" https://t.co/kE2PnwqItJ #TrumpAddress  https://t.co/OQcSpUNzgz",8.36765E+17,244,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[86],2017-03-01T02:26:22Z,no image,
471,1.56065E+18,Two injured as police officer fires gun by accident at event attended by French president https://t.co/31Opc9EWNo https://t.co/hguvBCLopI,Two injured as police officer fires gun by accident at event attended by French president https://t.co/31Opc9EWNo https://t.co/hguvBCLopI,8.36649E+17,2,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[3],2017-02-28T18:46:45Z,no image,
647,1.56065E+18,"RT @awzurcher: I'll be commenting on the BBC's Facebook Live coverage of Donald Trump's address to Congress, starting in moments https://t.?€?","RT @awzurcher: I'll be commenting on the BBC's Facebook Live coverage of Donald Trump's address to Congress, starting in moments https://t.?€?",8.36759E+17,0,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[6],2017-03-01T02:05:29Z,no image,
128,1.56065E+18,Source: President Trump envisions a bill allowing many immigrants to stay in the US legally https://t.co/HiWanvz9LV https://t.co/AJGTXY3JeU,Source: President Trump envisions a bill allowing many immigrants to stay in the US legally https://t.co/HiWanvz9LV https://t.co/AJGTXY3JeU,8.36703E+17,405,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[254],2017-02-28T22:21:00Z,no image,
976,1.56065E+18,"Russia looks to exploit White House ""turbulence,"" analysts say https://t.co/ZGv1yoUYqo","Russia looks to exploit White House ""turbulence,"" analysts say https://t.co/ZGv1yoUYqo",8.36355E+17,654,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[552],2017-02-27T23:21:02Z,no image,
520,1.56065E+18,Pro-ISIS #AbuSayyaf militants re-emerge as Philippine nightmare https://t.co/rfGvHY6St7 https://t.co/rWkq9yoJcK,Pro-ISIS #AbuSayyaf militants re-emerge as Philippine nightmare https://t.co/rfGvHY6St7 https://t.co/rWkq9yoJcK,8.36518E+17,3,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[8],2017-02-28T10:08:07Z,no image,
838,1.56065E+18,"Live video and analysis as President Trump addresses a joint session of Congress for the first time
https://t.co/rjJ9kaOsUz","Live video and analysis as President Trump addresses a joint session of Congress for the first time
https://t.co/rjJ9kaOsUz",8.36757E+17,60,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[56],2017-03-01T01:58:07Z,no image,
962,1.56065E+18,"The Justice Department dropped a crucial objection to Texas?€? strict voter-identification law
https://t.co/bU37s8Fz0n","The Justice Department dropped a crucial objection to Texas?€? strict voter-identification law
https://t.co/bU37s8Fz0n",8.36408E+17,215,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[224],2017-02-28T02:49:09Z,no image,
64,1.56065E+18,Trump: Many companies have announced they will invest billions and billions of dollars in the US. #TrumpAddress https://t.co/2yWlMqSS93,Trump: Many companies have announced they will invest billions and billions of dollars in the US. #TrumpAddress https://t.co/2yWlMqSS93,8.36764E+17,166,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[92],2017-03-01T02:23:51Z,no image,
812,1.56065E+18,Health Care Is Front and Center in Democrats?€? Response to Trump Address https://t.co/540aQSws37,Health Care Is Front and Center in Democrats?€? Response to Trump Address https://t.co/540aQSws37,8.36816E+17,320,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[127],2017-03-01T05:50:41Z,no image,
14,1.56065E+18,A tale of two speeches: Comparing Trump's inaugural to his address to Congress https://t.co/BIo4kkb715 https://t.co/sWLIhRaJbK,A tale of two speeches: Comparing Trump's inaugural to his address to Congress https://t.co/BIo4kkb715 https://t.co/sWLIhRaJbK,8.36802E+17,132,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[58],2017-03-01T04:56:00Z,no image,
156,1.56065E+18,The United States already spends more on defense than any other country -- by far https://t.co/anZZ45ZSOS https://t.co/5pUceLEIKx,The United States already spends more on defense than any other country -- by far https://t.co/anZZ45ZSOS https://t.co/5pUceLEIKx,8.36631E+17,902,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[1034],2017-02-28T17:35:03Z,no image,
40,1.56065E+18,"RT @OutFrontCNN: ""Ryan's legacy is etched into eternity...thank you"" @POTUS #JointAddress  https://t.co/n1IrHTbqzJ https://t.co/Nga7ZKEzvM","RT @OutFrontCNN: ""Ryan's legacy is etched into eternity...thank you"" @POTUS #JointAddress  https://t.co/n1IrHTbqzJ https://t.co/Nga7ZKEzvM",8.36775E+17,0,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[84],2017-03-01T03:08:31Z,no image,
492,1.56065E+18,"RT @stbusinessdesk: Ezra's Norwegian unit and Japanese joint venture file for bankruptcy
https://t.co/BWCKqv8CGu https://t.co/1VXTpjm0yU","RT @stbusinessdesk: Ezra's Norwegian unit and Japanese joint venture file for bankruptcy
https://t.co/BWCKqv8CGu https://t.co/1VXTpjm0yU",8.3656E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[5],2017-02-28T12:52:51Z,https://pbs.twimg.com/media/C5wErxfVUAAwdWa.jpg,
379,1.56065E+18,"After a biathlon triumph, pair of Americans make another breakthrough in cross-country skiing https://t.co/Yz68qkX2vX","After a biathlon triumph, pair of Americans make another breakthrough in cross-country skiing https://t.co/Yz68qkX2vX",8.36407E+17,53,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[21],2017-02-28T02:45:07Z,no image,
187,1.56065E+18,"New US national security adviser: The term ""radical Islamic terrorism"" isn't helpful https://t.co/pX9w4vTju7 https://t.co/UyChG58GFf","New US national security adviser: The term ""radical Islamic terrorism"" isn't helpful https://t.co/pX9w4vTju7 https://t.co/UyChG58GFf",8.36559E+17,717,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[319],2017-02-28T12:48:01Z,no image,
763,1.56065E+18,RT @BBCBreaking: US President Donald Trump proposes a $54bn (??43bn) increase in military spending - a rise of about 9% on 2016 https://t.co?€?,RT @BBCBreaking: US President Donald Trump proposes a $54bn (??43bn) increase in military spending - a rise of about 9% on 2016 https://t.co?€?,8.3624E+17,0,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[722],2017-02-27T15:42:14Z,no image,
216,1.56065E+18,"Six retail chains, six survival strategies https://t.co/0vicTtHqZb","Six retail chains, six survival strategies https://t.co/0vicTtHqZb",8.36805E+17,74,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[49],2017-03-01T05:08:05Z,no image,
791,1.56065E+18,"RT @BBCBreaking: Accounting firm @PwC that counts votes &amp; provides winner envelopes for #Oscars, apologise for best picture mix-up https://?€?","RT @BBCBreaking: Accounting firm @PwC that counts votes &amp; provides winner envelopes for #Oscars, apologise for best picture mix-up https://?€?",8.36134E+17,0,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[1038],2017-02-27T08:41:14Z,no image,
52,1.56065E+18,"Republicans cheer and Dems stay silent as Trump vows to soon begin constructing a ""great, great wall."" #JointAddress https://t.co/jdTdUFtB1a","Republicans cheer and Dems stay silent as Trump vows to soon begin constructing a ""great, great wall."" #JointAddress https://t.co/jdTdUFtB1a",8.36769E+17,452,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[272],2017-03-01T02:43:54Z,no image,
878,1.56065E+18,"""Nobody knew that health care could be so complicated,"" President Trump said at a meeting with governors https://t.co/a6gYBoFrer","""Nobody knew that health care could be so complicated,"" President Trump said at a meeting with governors https://t.co/a6gYBoFrer",8.36653E+17,612,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[298],2017-02-28T19:03:14Z,no image,
337,1.56065E+18,British Land and Oxford Properties close to selling London?€?s ?€?Cheesegrater?€? skyscraper  https://t.co/3nULJ2kqlr,British Land and Oxford Properties close to selling London?€?s ?€?Cheesegrater?€? skyscraper  https://t.co/3nULJ2kqlr,8.36538E+17,32,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[18],2017-02-28T11:28:09Z,no image,
748,1.56065E+18,German Islamist terror suspect 'formerly a neo-Nazi' https://t.co/eeXFa1jBHo,German Islamist terror suspect 'formerly a neo-Nazi' https://t.co/eeXFa1jBHo,8.36316E+17,221,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[214],2017-02-27T20:45:18Z,no image,
719,1.56065E+18,Australian man finds A$1m lottery ticket a year on https://t.co/d9EUjPRLaB,Australian man finds A$1m lottery ticket a year on https://t.co/d9EUjPRLaB,8.36478E+17,113,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[55],2017-02-28T07:27:33Z,no image,
724,1.56065E+18,Justice department softens on Texas voter ID law https://t.co/tXIq7ftjot,Justice department softens on Texas voter ID law https://t.co/tXIq7ftjot,8.36435E+17,118,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[69],2017-02-28T04:38:50Z,no image,
295,1.56065E+18,Attorney general Jeff Sessions says the Justice Department will ease up on police-department probes      https://t.co/SomSJraRr5,Attorney general Jeff Sessions says the Justice Department will ease up on police-department probes      https://t.co/SomSJraRr5,8.36658E+17,89,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[116],2017-02-28T19:21:31Z,no image,
701,1.56065E+18,RT @BBCNewsbeat: Reykjavik saw 30-40 cm of snow fall in just a few hours &amp; the pics are incredible ????????????????https://t.co/D1VUuQTixm (????: Gunnar?€?,RT @BBCNewsbeat: Reykjavik saw 30-40 cm of snow fall in just a few hours &amp; the pics are incredible ????????????????https://t.co/D1VUuQTixm (????: Gunnar?€?,8.36543E+17,0,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[375],2017-02-28T11:47:12Z,no image,
251,1.56065E+18,New Jersey Gov. Chris Christie called for a new fund to provide addiction treatment and rehabilitation https://t.co/75G4qjhOPo,New Jersey Gov. Chris Christie called for a new fund to provide addiction treatment and rehabilitation https://t.co/75G4qjhOPo,8.36743E+17,64,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[20],2017-03-01T01:00:03Z,no image,
726,1.56065E+18,"RT @BBCNewsAsia: India will soon publish its first sign language dictionary.

https://t.co/UCbGY3bQeD https://t.co/nxYDbliZzi","RT @BBCNewsAsia: India will soon publish its first sign language dictionary.

https://t.co/UCbGY3bQeD https://t.co/nxYDbliZzi",8.36416E+17,0,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[122],2017-02-28T03:21:06Z,https://pbs.twimg.com/media/C5uK-ZYWUAEMVxR.jpg,
461,1.56065E+18,Weather update: It's been raining all morning and the max temperature for today is a cool 29 deg C. This chilly wea?€? https://t.co/WGFbnsXMdx,Weather update: It's been raining all morning and the max temperature for today is a cool 29 deg C. This chilly wea?€? https://t.co/WGFbnsXMdx,8.36716E+17,321,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[759],2017-02-28T23:15:11Z,no image,
455,1.56065E+18,RT @stbusinessdesk: Shipbuilder Vard narrows Q4 and full-year losses as it pursues growth in new markets https://t.co/UZSjcdmQPr https://t.?€?,RT @stbusinessdesk: Shipbuilder Vard narrows Q4 and full-year losses as it pursues growth in new markets https://t.co/UZSjcdmQPr https://t.?€?,8.36736E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[6],2017-03-01T00:33:32Z,https://pbs.twimg.com/media/C5yumggUoAE4YCl.jpg,
996,1.56065E+18,"4 automakers knew for years that Takata?€?s airbags were dangerous but used them anyway to save money, lawyers said https://t.co/sXmum2hCRS","4 automakers knew for years that Takata?€?s airbags were dangerous but used them anyway to save money, lawyers said https://t.co/sXmum2hCRS",8.36291E+17,193,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[204],2017-02-27T19:06:06Z,no image,
815,1.56065E+18,"Ever a showman, Donald Trump keeps Washington guessing https://t.co/vmI3WWJyj0","Ever a showman, Donald Trump keeps Washington guessing https://t.co/vmI3WWJyj0",8.36811E+17,136,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[75],2017-03-01T05:31:02Z,no image,
862,1.56065E+18,13 great stories that have nothing to do with politics https://t.co/tsQZmvrs91,13 great stories that have nothing to do with politics https://t.co/tsQZmvrs91,8.36691E+17,406,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[168],2017-02-28T21:35:04Z,no image,
269,1.56065E+18,The MLS continues to grow in terms of number of teams. Profits are another story. https://t.co/VrnvKw8CM3,The MLS continues to grow in terms of number of teams. Profits are another story. https://t.co/VrnvKw8CM3,8.36703E+17,31,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[29],2017-02-28T22:20:06Z,no image,
201,1.56065E+18,"Trump shifts his tone with more presidential and traditional speech, but not his policies https://t.co/ndjcZgFqEv","Trump shifts his tone with more presidential and traditional speech, but not his policies https://t.co/ndjcZgFqEv",8.36845E+17,76,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[42],2017-03-01T07:45:12Z,no image,
161,1.56065E+18,What we know so far about Pres. Trump's budget https://t.co/EiD17Godxn https://t.co/xfMu2rJIVJ,What we know so far about Pres. Trump's budget https://t.co/EiD17Godxn https://t.co/xfMu2rJIVJ,8.36621E+17,153,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[132],2017-02-28T16:55:04Z,no image,
555,1.56065E+18,RT @singapolitics: Tan Chuan-Jin: MOE kindergartens need to meet consistent standards of safety and quality similar to the requirements und?€?,RT @singapolitics: Tan Chuan-Jin: MOE kindergartens need to meet consistent standards of safety and quality similar to the requirements und?€?,8.36477E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[3],2017-02-28T07:22:10Z,no image,
729,1.56065E+18,"RT @BBCNewsAsia: Kim Jong-nam death: South Korea intelligence agency believes four wanted North Koreans to be 'spies'.

https://t.co/9Qihqn?€?","RT @BBCNewsAsia: Kim Jong-nam death: South Korea intelligence agency believes four wanted North Koreans to be 'spies'.

https://t.co/9Qihqn?€?",8.36409E+17,0,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[34],2017-02-28T02:54:07Z,no image,
401,1.56065E+18,Opposition veteran and Singapore People's Party founder Sin Kek Tong dies https://t.co/RcIrbGvuXB https://t.co/cNO1CaAUst,Opposition veteran and Singapore People's Party founder Sin Kek Tong dies https://t.co/RcIrbGvuXB https://t.co/cNO1CaAUst,8.36839E+17,1,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[6],2017-03-01T07:20:29Z,no image,
702,1.56065E+18,RT @BBCBreaking: Coroner hearing inquests into 30 British victims of Tunisia attack says he will rule they were all unlawfully killed https?€?,RT @BBCBreaking: Coroner hearing inquests into 30 British victims of Tunisia attack says he will rule they were all unlawfully killed https?€?,8.36543E+17,0,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[161],2017-02-28T11:47:02Z,no image,
476,1.56065E+18,Iraqi officers find #ISIS members hidden among refugees fleeing #Mosul https://t.co/ezGeDUx0qv https://t.co/ZxSHsDWlOQ,Iraqi officers find #ISIS members hidden among refugees fleeing #Mosul https://t.co/ezGeDUx0qv https://t.co/ZxSHsDWlOQ,8.36633E+17,1,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[5],2017-02-28T17:45:07Z,no image,
821,1.56065E+18,Scientists are reporting a sharp rise in colorectal cancers in adults as young as their 20s and 30s https://t.co/KC5ltkfI0j,Scientists are reporting a sharp rise in colorectal cancers in adults as young as their 20s and 30s https://t.co/KC5ltkfI0j,8.368E+17,223,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[281],2017-03-01T04:46:07Z,no image,
771,1.56065E+18,Mosul battle: Iraqi forces seize key bridge https://t.co/P0dZxFfGhb,Mosul battle: Iraqi forces seize key bridge https://t.co/P0dZxFfGhb,8.36188E+17,145,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[72],2017-02-27T12:16:23Z,no image,
105,1.56065E+18,Donald Trump Jr. has hinted that his sister Tiffany may have a future in the Trump Organization?€? https://t.co/4MfdcHAMOA,Donald Trump Jr. has hinted that his sister Tiffany may have a future in the Trump Organization?€? https://t.co/4MfdcHAMOA,8.36728E+17,170,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[51],2017-03-01T00:01:37Z,no image,
565,1.56065E+18,RT @STsportsdesk: Former world No. 1 @InbeePark is not rushing to get back to the winner's circle #HSBCWomensChamps #LPGA https://t.co/fhu3?€?,RT @STsportsdesk: Former world No. 1 @InbeePark is not rushing to get back to the winner's circle #HSBCWomensChamps #LPGA https://t.co/fhu3?€?,8.3647E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[1],2017-02-28T06:55:50Z,https://pbs.twimg.com/ext_tw_video_thumb/836461325597302785/pu/img/iOGFj-ZccpDtd8mQ.jpg,
389,1.56065E+18,A former Democratic governor who embraced the Affordable Care Act will rebut Trump speech on Tuesday https://t.co/nTnrqZ1BGG,A former Democratic governor who embraced the Affordable Care Act will rebut Trump speech on Tuesday https://t.co/nTnrqZ1BGG,8.36381E+17,168,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[92],2017-02-28T01:04:06Z,no image,
1,1.56065E+18,Two tourists are paying SpaceX to fly them around the moon in 2018 https://t.co/1FTMpkMi5q https://t.co/kXwtWWHFql,Two tourists are paying SpaceX to fly them around the moon in 2018 https://t.co/1FTMpkMi5q https://t.co/kXwtWWHFql,8.36841E+17,163,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[76],2017-03-01T07:30:01Z,no image,
937,1.56065E+18,"Women Suspected in Kim Jong-nam Killing to Be Charged, Malaysia Says https://t.co/ayaJW0EmYu","Women Suspected in Kim Jong-nam Killing to Be Charged, Malaysia Says https://t.co/ayaJW0EmYu",8.36482E+17,131,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[93],2017-02-28T07:45:39Z,no image,
982,1.56065E+18,"Opinion: ""Outrage at what?€?s happening to America isn?€?t just justified, it?€?s essential."" https://t.co/klX2iFLks4","Opinion: ""Outrage at what?€?s happening to America isn?€?t just justified, it?€?s essential."" https://t.co/klX2iFLks4",8.36338E+17,1627,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[701],2017-02-27T22:12:01Z,no image,
561,1.56065E+18,"RT @singapolitics: Centres not allowed to serve sugary drinks and deep-fried food, and must cater for the regular provision of fruits and c?€?","RT @singapolitics: Centres not allowed to serve sugary drinks and deep-fried food, and must cater for the regular provision of fruits and c?€?",8.36473E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[12],2017-02-28T07:08:19Z,no image,
80,1.56065E+18,Mike Pence and Paul Ryan hug before President Trump delivers his first address to Congress https://t.co/2iKvZ1xhKY?€? https://t.co/j9te5jSpJ3,Mike Pence and Paul Ryan hug before President Trump delivers his first address to Congress https://t.co/2iKvZ1xhKY?€? https://t.co/j9te5jSpJ3,8.36754E+17,263,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[115],2017-03-01T01:45:58Z,no image,
205,1.56065E+18,"Brian Cullinan, the accountant responsible for the infamous envelope mixup, is a 30-year-plus veteran of PwC https://t.co/glPwjDf8Mf","Brian Cullinan, the accountant responsible for the infamous envelope mixup, is a 30-year-plus veteran of PwC https://t.co/glPwjDf8Mf",8.3684E+17,39,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[23],2017-03-01T07:25:05Z,no image,
34,1.56065E+18,"RT @CNNPolitics: President Trump: I have ordered DHS to form an office to ""serve American victims"" https://t.co/ra0H7NuJaL https://t.co/wHy?€?","RT @CNNPolitics: President Trump: I have ordered DHS to form an office to ""serve American victims"" https://t.co/ra0H7NuJaL https://t.co/wHy?€?",8.36779E+17,0,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[62],2017-03-01T03:25:43Z,no image,
775,1.56065E+18,Philippine Abu Sayyaf jihadists behead German hostage in video https://t.co/9WDN2uaMh7,Philippine Abu Sayyaf jihadists behead German hostage in video https://t.co/9WDN2uaMh7,8.36182E+17,92,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[133],2017-02-27T11:51:27Z,no image,
508,1.56065E+18,"RT @stbusinessdesk: Development charge rates increased for three use groups in real estate market
https://t.co/MEsZPra6DJ https://t.co/ahLf?€?","RT @stbusinessdesk: Development charge rates increased for three use groups in real estate market
https://t.co/MEsZPra6DJ https://t.co/ahLf?€?",8.36528E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[2],2017-02-28T10:47:50Z,https://pbs.twimg.com/media/C5vqwAZUwAEl_wY.jpg,
